point,worker,worker_local_index,Mh,MH,MA,MHc,tanb,sinbma,mu212,alpha_mix,beta_mix,lam1,lam2,lam3,lam4,lam5,m11sq,m22sq,BFB_allowed,perturbative_allowed,unitarity_allowed,max_abs_unitarity_eigenvalue,scan_row,point_id,S,T,U,chi2_STU,STU_allowed,HB_allowed,HS_chi2,HS_allowed,combined_allowed,status,mapped_decay_count,unmapped_decay_count,error,lambda_source,lambda_max_diff,n_phases,n_raw_transitions,n_paths,path_index,PT_type,path_quality,phase_sequence,n_steps,step,transition_id,transition_key,subcritical,path_transition_T,Tc,gamma_Tc,vfalse_Tc,vtrue_Tc,delta_phi_Tc,vtrue_over_Tc,delta_phi_over_Tc,false_h1_Tc,false_h2_Tc,true_h1_Tc,true_h2_Tc,Tn,S3_over_Tn,nucleation_residual,alpha,beta_over_H,vfalse_Tn,vtrue_Tn,delta_phi_Tn,vtrue_over_Tn,delta_phi_over_Tn,false_h1_Tn,false_h2_Tn,true_h1_Tn,true_h2_Tn,wrapper_status
32052,0,32052,41.0560456716,125,397.656553391,403.745201525,2.50757787933,-0.0406853545607,92.3824643327,1.23202903725,1.1913324499214528,0.360496127144,0.269068040462,5.59273855698,-2.76986488724,-2.60860329362,-6858.834931278882,-7877.111245289465,1,1,1,9.361075848722347,32052,32052,-0.0185091,0.0276693,0.000296706,0.49369693105106555,True,True,174.44077667613604,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.8554862761,83.8554862761,2.64886982479,1.50778354177e-05,222.122280407,222.122267239,2.64886998181,2.64886982479,-5.53287714713e-08,1.50777339017e-05,107.504857628,194.373385625,52.3523021642,140.045817691,0.0458176908166,0.184536101014,256.18547198,1.57628061089e-05,241.738708484,241.738723762,4.61753730954,4.61753760138,-2.22429358077e-06,-1.56050816881e-05,91.9431385924,223.571157454,OK
32693,0,32693,90.3150559807,125,420.94822905,414.456762573,2.48689875854,-0.125829603981,1311.35665874,1.31463872064,1.1884746831060242,0.638139638215,0.280618579321,5.70177230128,-2.68627945155,-2.86550489598,-3332.9602328002375,-7413.504057068558,1,1,1,10.111882780284748,32693,32693,-0.017269,-0.030423,-0.000305261,3.3841795227367863,True,True,174.79774544414198,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.9549924586,81.9549924586,2.70833731606,1.05871436299e-05,221.961765644,221.961764313,2.7083373323,2.70833731606,-9.17090256264e-06,5.28981629431e-06,85.8590840515,204.68327507,44.4752954227,140.06410914,0.0641091404824,0.336222213648,195.916435413,2.54385803581e-05,243.206052296,243.206026902,5.46834034456,5.46833977359,1.08676825856e-05,2.30003227337e-05,90.6930820856,225.663352663,OK
33475,0,33475,92.9603128496,125,392.679909186,392.669493965,3.15546520731,0.332168335166,394.55943322,0.925296916757,1.2638984285380033,1.79683265453,0.235894637956,5.26574064294,-2.52513539095,-2.52540571906,-9634.21973840516,-6955.509735631901,1,1,1,11.390779103932413,33475,33475,-0.0176529,-4.55089e-05,-1.68704e-06,0.6444657897262451,True,True,171.42755329843658,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.6801811255,81.6801811255,2.68422493146,1.44981753619e-05,219.247967703,219.247978583,2.68422479825,2.68422493146,5.33707085853e-06,-1.34800876657e-05,74.1698225737,206.321372527,46.8764436766,140.027404083,0.0274040833175,0.273045501271,113.116232239,2.38389705968e-05,242.414383834,242.414372272,5.17134758573,5.17134733907,2.33853323427e-05,4.62847170657e-06,74.1804393539,230.785605936,OK
34017,0,34017,62.2012381576,125,539.927026657,119.141580133,2.10524767887,0.304969904699,1343.22731049,0.817438312405,1.127345140827592,0.587294924559,0.19210676409,0.661959873304,4.40540725962,-4.75998628914,-8032.09605905036,-5816.834764247201,1,1,1,23.752733259972384,34017,34017,0.0577546,0.0337293,0.000434346,4.161502944087956,True,True,188.70120333756432,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.7541827292,78.7541827292,2.72031458012,8.43718851882e-06,214.236143282,214.236151524,2.72031447547,2.72031458012,6.08586700435e-06,5.84366091653e-06,-119.19995978,-178.012625049,45.7163396213,140.113553152,0.113553151999,0.263003255387,134.825204671,2.64942369595e-06,242.619758664,242.619761225,5.30706877833,5.30706883436,1.73414942501e-06,2.00304061176e-06,-106.685964666,-217.90468613,OK
34840,0,34840,91.9732324818,125,401.778943895,419.139898888,3.02324730873,-0.462225231614,313.016374904,1.73185734879,1.251354398339189,1.28971077694,0.281168619621,5.72579487599,-3.12116345318,-2.65014966898,-1660.7284581765218,-7429.224611092079,1,1,1,10.822995314388304,34840,34840,-0.0199584,0.0831746,0.000848922,7.040598953588408,True,True,180.4335845501804,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.0253898914,78.0253898914,2.83863796742,8.97740316514e-06,221.48582844,221.485834168,2.83863789401,2.83863796742,4.93487595713e-06,-7.49938443322e-06,64.7908883828,211.797339413,48.4412122025,139.989197565,-0.0108024346813,0.201417354271,181.006969561,7.74169650856e-06,241.504743541,241.504736944,4.98552229724,4.98552216105,5.89382813316e-06,5.01962695502e-06,74.7620942759,229.64139525,OK
36204,0,36204,38.8815706541,125,536.498207912,118.130886613,3.22140050908,0.0927848351056,254.147473709,1.1768854014,1.2698038860896457,0.521156388812,0.243983435663,0.738282265391,4.30990347384,-4.74143569996,-9033.140828858484,-7470.483716661787,1,1,1,23.582396312958874,36204,36204,0.0578805,0.0393664,0.000626318,3.804011054392592,True,True,179.2969805412626,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.1282546465,82.1282546465,2.61872973995,2.97398178153e-05,215.071732642,215.071702933,2.61873010169,2.61872973995,1.64162391027e-05,2.47984648196e-05,110.436294036,184.552635151,53.0525430672,139.884747324,-0.115252676032,0.162876792096,292.553759648,1.64824082147e-05,241.030594887,241.030578565,4.54324299933,4.54324269168,7.44365270613e-06,1.47058428846e-05,77.8562575291,228.109953389,OK
40195,0,40195,106.837877133,125,551.783077988,110.984353176,3.1191850035,0.22080818914,2120.15185951,1.03790928902,1.2605523242118908,1.04390846937,0.252544509871,0.391302011695,4.74456955424,-4.91063034344,-2510.946253867485,-6884.779716087611,1,1,1,24.612332150481766,40195,40195,0.0623428,0.083039,0.00212646,4.240033980799581,True,True,173.6713210583969,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.414867827,83.414867827,2.65058664042,1.22487523753e-05,221.09834395,221.098334275,2.65058675641,2.65058664042,-3.97428734189e-06,1.15860681371e-05,71.6023302179,209.183135087,51.2979186053,139.999931057,-6.89432887668e-05,0.186292842573,170.748127735,2.63450153719e-06,241.945214442,241.945211923,4.71647234469,4.71647229558,4.19201239092e-08,2.63416800009e-06,74.4207299757,230.21520745,OK
40307,0,40307,73.1514123557,125,391.107904337,396.90509739,6.20842815836,0.119257688312,245.580550328,1.29155441522,1.4110966165784515,3.01045396354,0.250992043998,5.46700530988,-2.65281404314,-2.50183699578,-9991.028996731475,-7601.913301417258,1,1,1,14.150199818814592,40307,40307,-0.018382,0.0257467,0.00028453,0.43058358321223206,True,True,166.9626158107115,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.6396453991,84.6396453991,2.54596921615,6.2382759421e-06,215.489931324,215.489931652,2.54596921227,2.54596921615,-6.17833775893e-06,8.62687235552e-07,41.0022914826,211.553120031,49.9886925057,139.551347121,-0.448652878637,0.218053389931,203.468422283,1.77693384404e-05,241.143188815,241.143171905,4.8239547131,4.82395437482,-2.61611209877e-06,1.75757032888e-05,39.4828044185,237.888935571,OK
40870,0,40870,101.598405384,125,543.213318264,112.400886812,2.89870170204,-0.259328789951,536.228489114,1.50092598584,1.2385988339998633,1.36629409532,0.285026199209,0.408593753692,4.48727850576,-4.84733547347,-4154.921298620634,-7678.289318983721,1,1,1,23.925157185631612,40870,40870,0.0609641,0.0735117,0.00180507,3.698521928970274,True,True,178.5415101173653,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.3660841375,83.3660841375,2.64830833049,1.20032638415e-05,220.779083875,220.779095101,2.64830819583,2.64830833049,3.93292882168e-07,-1.19968188933e-05,71.3540021261,208.930635038,53.5453387738,139.998476366,-0.00152363365336,0.155208655178,278.3176632,4.82394591379e-06,241.178862017,241.178865366,4.50419901228,4.50419907482,-4.37232056755e-06,-2.03795658289e-06,78.426705067,228.071250745,OK
41482,0,41482,96.6483320908,125,529.867347343,114.291450011,5.26580093294,0.332169333253,714.370552893,1.04452385497,1.3831264249258153,3.40131695425,0.238038879936,0.613371497698,4.27212191968,-4.57502165341,-8887.904654175112,-7143.206924417697,1,1,1,22.882680297290648,41482,41482,0.0589496,0.0609625,0.00139033,3.3224993076166105,True,True,171.97468725028256,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.3522402228,83.3522402228,2.60017119292,8.18319630814e-06,216.73010179,216.730093893,2.60017128766,2.60017119292,4.22468514305e-07,-8.17228377945e-06,-45.9503036248,-211.802990108,50.3093775839,140.182205981,0.18220598098,0.199844553341,204.225033203,2.04660030377e-05,241.224260158,241.224267747,4.79481702503,4.79481717587,-1.71974145595e-05,1.10953239162e-05,-46.2957985477,-236.740031946,OK
42401,0,42401,106.48141679,125,416.333586466,431.236267884,2.95472380055,0.371099882289,3241.759151,0.864262637908,1.244455839837957,0.573454866563,0.234289834551,6.08474764868,-3.1052966947,-2.68785127467,-121.18780682401302,-6170.210128342581,1,1,1,10.290081700282347,42401,42401,-0.0198015,0.0740328,0.000713659,5.3356182208894705,True,True,172.16696543798548,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.2211725584,80.2211725584,2.76076497906,2.21033984026e-05,221.471818818,221.471803778,2.76076516653,2.76076497906,-2.03990705739e-05,-8.51105990274e-06,-76.5788596584,-207.81107955,43.4842836539,139.979212082,-0.0207879179825,0.34513383617,119.615870746,1.36305807561e-06,243.160761456,243.160761441,5.59192289775,5.5919228974,-1.29506043169e-06,4.25142088899e-07,-78.4227009447,-230.167408398,OK
47895,0,47895,64.5295077673,125,417.197936718,433.079181965,4.77500209308,-0.383738590329,79.9186645032,1.7581973224,1.3643558754261034,1.64407339031,0.262369635487,6.01923767524,-3.31586173284,-2.8695844029,3109.317814981606,-7377.187889236771,1,1,1,11.825124659134048,47895,47895,-0.0199254,0.0793521,0.000760018,6.295841516761113,True,True,168.30570973702436,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->2,1,1,0,0,0,76.1211462169,76.1211462169,2.82568364204,7.84063444933e-06,215.094282552,215.094277678,2.82568370607,2.82568364204,6.56538434444e-06,4.28617276573e-06,19.8565140721,214.175790498,44.4065819764,140.003258365,0.00325836486232,0.26402522337,144.689219007,2.92423973513e-06,241.247661897,241.247659402,5.43270054033,5.43270048413,1.97302795315e-06,2.15831849471e-06,46.0812822588,236.805721629,OK
49511,0,49511,52.2473947786,125,397.493262386,408.889818019,5.01670389113,0.037246416534,596.449135775,1.33678613318,1.374041167059356,0.186338635508,0.254500012089,5.72480459629,-2.86320595518,-2.55948496775,-6015.272920922598,-7636.825737881783,1,1,1,9.248269907747321,49511,49511,-0.0191754,0.0527549,0.00055816,2.3248023911003295,True,True,167.39290278289994,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.5562651303,83.5562651303,2.64047963867,1.69713917305e-05,220.628610629,220.62861676,2.64047956529,2.64047963867,1.33395858616e-05,-1.0492072546e-05,64.5337822164,210.979560102,50.0099861279,140.006298157,0.00629815736772,0.222343702702,191.090146056,2.18908352996e-05,242.309300309,242.309287989,4.84521830679,4.84521806044,2.02181297146e-05,8.39260990124e-06,49.1614669523,237.269777223,OK
50302,0,50302,90.9526175704,125,443.380935704,457.894276357,10.738158421,-0.380533812844,693.667610919,1.86831177392,1.4779383055862838,2.79739939305,0.248827173067,6.43633114667,-3.55665231377,-3.12435294914,14060.654606079956,-7336.027905516568,1,1,1,14.63921014378448,50302,50302,-0.0199916,0.0778204,0.000670009,6.00864945891926,True,True,165.80877713727355,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,77.1438436808,77.1438436808,2.80840800803,5.1983240066e-06,216.651393139,216.651388363,2.80840806994,2.80840800803,2.37025088137e-06,4.6264979452e-06,14.669642356,216.154175862,45.2122057024,139.937802839,-0.0621971610543,0.261348285868,173.991212161,1.45222229145e-05,240.614777125,240.614791211,5.32189866403,5.32189897558,-4.74456338057e-06,-1.37253078911e-05,20.9295395701,239.702785433,OK
51127,0,51127,104.021226579,125,546.99159022,118.524231633,8.18950810398,0.171551327786,845.557252232,1.27688625624,1.4492903821987537,4.83542119623,0.253551965833,0.531110255819,4.59600369518,-4.82800999664,-4142.099448259098,-7588.975570532825,1,1,1,24.207147636113632,51127,51127,0.0586324,0.0377576,0.000555998,3.9727553185095847,True,True,167.03217730169723,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.0191499067,84.0191499067,2.55359320509,4.09682020072e-05,214.55077041,214.550730299,2.5535936825,2.55359320509,-2.98427673653e-06,4.08593645088e-05,28.2296747073,212.685492099,56.3359067358,139.955027966,-0.0449720341829,0.124266921208,248.624089351,1.98197727784e-05,238.207224525,238.20724278,4.22833745522,4.22833777926,-9.95443684519e-06,-1.71386283023e-05,29.9747127836,236.313771095,OK
52519,0,52519,101.241751032,125,385.551572825,394.993959275,9.73452697238,0.473716540168,888.831883026,0.974922178584,1.4684282828275645,5.20706579426,0.231123827822,5.4177125172,-2.55546922025,-2.31189024757,-9471.625215776321,-7002.905799274232,1,1,1,19.304825184520723,52519,52519,-0.0187767,0.0417116,0.000468544,1.2878475961391571,True,True,165.8673280623592,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.0908519506,84.0908519506,2.48859748555,2.35935982114e-05,209.268268819,209.268282722,2.48859732022,2.48859748555,-2.07274348554e-05,-1.12708172231e-05,27.56109853,207.445400485,45.178755012,139.751676072,-0.248323928251,0.299360988181,83.5340458575,7.84150074366e-06,241.354738444,241.354732116,5.34221756178,5.34221742171,5.27601410561e-06,5.8011041251e-06,25.6173501266,239.991377224,OK
54233,0,54233,85.0027777639,125,439.752035294,429.224168416,4.02837701912,-0.281571590202,1671.14499508,1.61290740118,1.3274758270899718,0.14472001162,0.266568211205,5.94568412704,-2.77510204937,-3.07745071067,3823.425727132878,-7346.362735189425,1,1,1,9.73503055855729,54233,54233,-0.0170606,-0.0515883,-0.000481475,6.870818513044448,True,True,170.38506096695485,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.879018873,79.879018873,2.79030983166,2.58273683231e-05,222.887186181,222.887211705,2.79030951213,2.79030983166,-2.08718769966e-06,-2.57428942041e-05,51.768135286,216.791969253,46.9946418954,140.161597183,0.161597183341,0.245119209991,187.215988951,9.00541464045e-06,242.448960274,242.448968677,5.1590766627,5.1590768415,-5.1461534724e-06,-7.39016896186e-06,57.7258844551,235.476581855,OK
54686,0,54686,84.2880275685,125,386.765511935,374.623818409,6.79392861568,0.443554309549,656.853957373,0.965094867031,1.4246554345574411,4.21090896923,0.215529772745,5.02029923098,-2.09100317313,-2.39652752713,-14017.924249043326,-6628.369663401191,1,1,1,16.595206256318818,54686,54686,-0.0159275,-0.0495453,-0.00059501,6.640833792756557,True,True,166.59340111211404,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.7839684775,79.7839684775,2.69986694177,1.08267871516e-05,215.406090004,215.406098975,2.69986682932,2.69986694177,7.70610780368e-06,7.60494724144e-06,-42.347093927,-211.202526611,43.9018719638,139.821416363,-0.178583636815,0.314876089648,73.0100791996,2.51372218932e-05,242.072074961,242.072087053,5.51393514974,5.51393542517,2.362152816e-05,8.59670471138e-06,-36.8449826581,-239.251618027,OK
57341,0,57341,69.6397729177,125,432.386445192,425.847290679,3.63416525986,-0.453383541775,1432.88734704,1.77283327692,1.3022754656006803,0.0178969359424,0.263024624127,5.76391799117,-2.81135832123,-2.99683399734,6414.591424299614,-6909.840107264332,1,1,1,9.145611812078517,57341,57341,-0.0174313,-0.0317543,-0.000302574,3.54706745553824,True,True,172.3953493474334,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,77.4420620745,77.4420620745,2.85083078075,1.73723809953e-05,220.774199583,220.774214287,2.85083059088,2.85083078075,1.23718025808e-05,1.21958239716e-05,-50.5297272761,-214.913921985,50.3788833414,139.763758017,-0.236241982728,0.161427371387,203.593202759,2.48119581824e-06,240.623116701,240.623119153,4.77626935616,4.77626940483,9.92791822443e-07,2.273916684e-06,-61.36983639,-232.665484059,OK
57484,0,57484,111.927621379,125,434.622269909,430.611103802,6.25463542459,0.238819972288,1987.87657136,1.17110620736,1.4122566858219634,0.373480482712,0.251462047412,6.03513411583,-2.79602188149,-2.91072195365,2463.0040394385596,-7348.931735167528,1,1,1,10.21346599886365,57484,57484,-0.0177642,-0.019777,-0.000185075,2.089418126434646,True,True,166.17569074016518,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.2312123679,81.2312123679,2.73056452495,1.4488366677e-05,221.807080707,221.807066811,2.73056469603,2.73056452495,-1.67023511555e-06,1.4391771386e-05,37.7937645432,218.563520317,48.6728279536,139.996572425,-0.00342757468309,0.224198735186,147.864459922,7.94401574267e-06,242.103799848,242.103792185,4.97410588261,4.97410572518,-8.47424270563e-07,7.89868712037e-06,38.5747150646,239.010964724,OK
59086,0,59086,89.3664164061,125,444.957792428,435.422054259,15.4393528001,-0.0954649366529,420.11998674,1.60172765537,1.506117116653885,5.96211658037,0.25870656779,6.09773057407,-2.88657052597,-3.1640201825,4312.340547063093,-7773.989274152254,1,1,1,21.97423427145356,59086,59086,-0.0172529,-0.0476162,-0.000433186,6.09681464135401,True,True,165.70128487811832,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.5066463491,79.5066463491,2.64714664685,1.84516937541e-05,210.465770548,210.465752285,2.64714687655,2.64714664685,3.56467388127e-06,1.81040907674e-05,10.7948184493,210.188754378,51.5242397393,139.980877578,-0.0191224221002,0.164707638903,215.381661889,7.35649351376e-06,236.959201585,236.959194334,4.59898492019,4.59898477946,1.68643728456e-06,7.16058140819e-06,14.6112196738,236.508298957,OK
59825,0,59825,112.286543732,125,430.853789564,419.268522041,3.33300797456,0.195585220729,2100.62609581,1.08245850488,1.279312665425284,1.25477037712,0.258126057839,5.75850098826,-2.61592878399,-2.94142598829,-1717.6899844939362,-7037.746858322676,1,1,1,11.295087212030698,59825,59825,-0.0167972,-0.0550391,-0.000535959,7.597045165173014,True,True,169.7451268237387,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.4481425626,81.4481425626,2.70827497269,5.38451441329e-06,220.583960715,220.583966074,2.70827490689,2.70827497269,-2.10637130846e-06,-4.95542080734e-06,66.3823420812,210.358428366,44.9714005834,140.031112479,0.0311124793486,0.314290994255,82.1946158773,1.44040038939e-05,242.744657367,242.744644077,5.39775622325,5.39775592771,-1.48358805875e-06,1.43273966459e-05,70.0051742943,232.431160244,OK
59876,0,59876,86.087062038,125,408.828455894,421.894095329,3.49067996464,-0.370898550763,167.506889414,1.67176793082,1.2917915330430227,1.50544846698,0.277035758629,5.82069364273,-3.11018324348,-2.75147079304,-1724.7723574988686,-7604.789417075342,1,1,1,11.401652060785391,59876,59876,-0.0195067,0.0630533,0.000631301,3.616217675124402,True,True,174.8622098897157,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.013424425,78.013424425,2.83450455404,1.69695629226e-06,221.1294053,221.129406809,2.83450453469,2.83450455404,-1.12374377479e-06,-1.27155832995e-06,54.4867827423,214.311465849,45.1276453357,140.068025716,0.0680257157952,0.271848902045,161.417787169,5.14812703079e-06,242.276068272,242.276073047,5.36868401774,5.36868412355,5.60132042072e-07,-5.11756426639e-06,65.6038649172,233.22484037,OK
69556,0,69556,102.150857348,125,413.676597018,408.196774539,2.83622792454,0.276578296495,1833.35327855,0.95159237501,1.2318240529561726,1.0436633544,0.245802421893,5.5394497347,-2.58236951089,-2.73121345883,-4370.467543155495,-6724.387990913881,1,1,1,10.514602558656438,69556,69556,-0.0172831,-0.0251777,-0.000260552,2.7240241683695587,True,True,172.64088402873065,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.3395452493,83.3395452493,2.62215050058,9.22180924905e-06,218.528822311,218.528830293,2.6221504048,2.62215050058,-1.41652122354e-06,9.11236706071e-06,-79.0847057482,-203.716605846,52.1934748508,139.993967992,-0.00603200839606,0.17711188401,157.203729251,1.56616130017e-05,241.052923202,241.052914534,4.61844941137,4.61844924529,9.36557694442e-06,-1.25527722163e-05,-81.1347696114,-226.988239661,OK
